query,time,httpCalls,completeness,soundness,errors
query_10243,53,88,1.00,1.00,0
query_10246,1.209,0,1.00,1.00,0
query_10248,47.102,69,1.00,1.00,0
query_10251,1.059,0,1.00,1.00,0
query_10253,94.912,244,.99,.99,0
query_10254,51.096,85,1.00,1.00,0
query_10255,2.747,1,1.00,1.00,0
query_10256,8.367,10,1.00,1.00,0
query_10257,120.001,187,1.00,1.00,1
query_10258,1.584,0,1.00,1.00,0
query_10259,41.147,77,1.00,1.00,0
query_1025,4.274,1,1.00,1.00,0
query_10261,2.388,1,1.00,1.00,0
query_10263,97.467,244,.99,.99,0
query_10266,120.002,211,.59,1.00,1
query_10268,120.002,205,.41,1.00,1
query_1026,3.819,5,1.00,1.00,0
query_10271,120.002,242,.47,1.00,1
query_10272,1.365,0,1.00,1.00,0
query_10273,45.622,69,1.00,1.00,0
query_10274,3.145,3,1.00,1.00,0
query_10277,120.001,197,.39,1.00,1
query_10279,1.961,1,1.00,1.00,0
query_1027,35.183,46,1.00,1.00,0
query_10280,9.224,15,1.00,1.00,0
query_10281,2.233,1,1.00,1.00,0
query_10282,1.469,0,1.00,1.00,0
query_10283,2.382,1,1.00,1.00,0
query_10284,120.001,182,1.00,1.00,1
query_10285,52.338,90,1.00,1.00,0
query_10286,3.175,2,1.00,1.00,0
query_10287,52.251,107,1.00,1.00,0
query_10288,120.002,269,.48,1.00,1
query_1028,1.966,1,1.00,1.00,0
query_10291,120.002,215,.51,1.00,1
query_10292,120.002,280,.92,1.00,1
query_10293,78.785,135,1.00,1.00,0
query_10295,8.694,13,1.00,1.00,0
query_10297,120.002,199,.90,1.00,1
query_10298,73.601,106,1.00,1.00,0
query_10299,56.491,85,1.00,1.00,0
query_102,116.608,222,1.00,1.00,0
query_10300,2.052,0,1.00,1.00,0
query_10301,120.002,213,.37,1.00,1
query_10302,107.069,193,1.00,1.00,0
query_10303,2.592,1,1.00,1.00,0
query_10304,120.001,237,.54,1.00,1
query_10307,49.917,82,1.00,1.00,0
query_10308,120.001,231,0,1.00,1
query_10309,1.905,1,1.00,1.00,0
query_1030,30.787,46,1.00,1.00,0
query_10310,33.321,63,1.00,1.00,0
query_10311,2.685,1,1.00,1.00,0
query_10313,4.601,1,1.00,1.00,0
query_10314,15.924,28,1.00,1.00,0
query_10315,42.865,79,1.00,1.00,0
query_10316,41.002,57,1.00,1.00,0
query_10317,120.002,176,.77,1.00,1
query_10318,120.003,282,.61,1.00,1
query_10319,10.925,14,1.00,1.00,0
query_1031,66.089,129,1.00,1.00,0
query_10320,1.378,0,1.00,1.00,0
query_10322,43.679,82,1.00,1.00,0
query_10323,72.883,133,1.00,1.00,0
query_10324,120.003,208,.44,1.00,1
query_10326,5.024,4,1.00,1.00,0
query_10327,118.833,232,1.00,1.00,0
query_1032,91.337,237,1.00,1.00,0
query_10330,75.878,151,1.00,1.00,0
query_10331,56.772,96,1.00,1.00,0
query_10332,54.364,125,1.00,1.00,0
query_10335,51.436,76,1.00,1.00,0
query_10337,1.543,0,1.00,1.00,0
query_10338,2.973,0,1.00,1.00,0
query_10339,4.832,8,1.00,1.00,0
query_1033,8.469,11,1.00,1.00,0
query_10340,54.742,112,1.00,1.00,0
query_10341,20.924,25,1.00,1.00,0
query_10343,41.589,83,1.00,1.00,0
query_10344,16.149,23,1.00,1.00,0
query_10345,120.002,349,.77,1.00,1
query_10346,4.282,5,1.00,1.00,0
