query,time,httpCalls,completeness,soundness,errors
query_10273,15.996,69,1.00,1.00,0
query_10274,1.678,3,1.00,1.00,0
query_10277,98.625,478,0.00,0,0
query_10279,1.589,1,1.00,1.00,0
query_1027,10.072,46,1.00,1.00,0
query_10280,3.689,15,1.00,1.00,0
query_10281,1.012,1,1.00,1.00,0
query_10282,0.618,0,1.00,1.00,0
query_10283,0.879,1,1.00,1.00,0
query_10284,52.671,237,1.00,1.00,0
query_10285,21.015,90,1.00,1.00,0
query_10286,1.308,2,1.00,1.00,0
query_10287,17.92,107,1.00,1.00,0
query_10288,97.036,590,0.00,0,0
query_1028,1.254,1,1.00,1.00,0
query_10291,58.178,297,1.00,1.00,0
query_10292,48.166,305,1.00,1.00,0
query_10293,26.927,135,1.00,1.00,0
query_10295,3.082,13,1.00,1.00,0
query_10297,60.133,277,1.00,1.00,0
query_10298,26.526,106,1.00,1.00,0
query_10299,18.786,85,1.00,1.00,0
query_102,40.19,222,1.00,1.00,0
query_10300,0.866,0,1.00,1.00,0
query_10301,120.003,372,.86,1.00,1
query_10302,70.323,193,1.00,1.00,0
query_10303,1.878,1,1.00,1.00,0
query_10304,115.962,428,1.00,1.00,0
query_10307,26.602,82,1.00,1.00,0
query_10308,57.265,251,1.00,1.00,0
query_10309,1.257,1,1.00,1.00,0
query_1030,24.353,46,1.00,1.00,0
query_10310,20.345,63,1.00,1.00,0
query_10311,1.76,1,1.00,1.00,0
query_10313,2.27,1,1.00,1.00,0
query_10314,8.706,28,1.00,1.00,0
query_10315,19.881,79,1.00,1.00,0
query_10316,19.561,57,1.00,1.00,0
query_10317,89.735,229,1.00,1.00,0
query_10318,85.149,347,1.00,1.00,0
query_10319,3.529,14,1.00,0,0
query_1031,33.438,129,1.00,1.00,0
query_10320,0.858,0,1.00,1.00,0
query_10322,20.953,82,1.00,1.00,0
query_10323,47.644,133,1.00,1.00,0
query_10324,120.003,308,.66,1.00,1
query_10326,2.506,4,1.00,1.00,0
query_10327,70.307,232,1.00,1.00,0
query_1032,59.94,237,0.00,1.00,0
query_10330,35.337,151,1.00,1.00,0
query_10331,30.336,96,1.00,1.00,0
query_10332,36.62,125,1.00,1.00,0
query_10335,14.742,76,1.00,1.00,0
query_10337,0.672,0,1.00,1.00,0
query_10338,1.3,0,1.00,1.00,0
query_10339,2.174,8,1.00,1.00,0
query_1033,4.267,11,1.00,1.00,0
query_10340,18.986,112,1.00,1.00,0
query_10341,7.139,25,1.00,1.00,0
query_10343,14.894,83,1.00,1.00,0
query_10344,6.304,23,1.00,1.00,0
query_10345,54.413,431,1.00,1.00,0
query_10346,2.082,5,0.00,1.00,0
