query,time,httpCalls,completeness,soundness,errors
query_10229,1.899,24,1.00,1.00,0
query_1022,1.944,35,1.00,1.00,0
query_10230,20.05,515,1.00,1.00,0
query_10231,0.519,0,1.00,1.00,0
query_10232,0.579,1,1.00,1.00,0
query_10234,6.602,91,1.00,1.00,0
query_10235,10.989,141,1.00,1.00,0
query_10236,0.859,5,1.00,1.00,0
query_10237,29.416,590,1.00,1.00,0
query_10238,17.14,333,1.00,1.00,0
query_1023,25.995,583,1.00,1.00,0
query_10240,16.839,236,1.00,1.00,0
query_10241,53.795,788,1.00,1.00,0
query_10242,0.761,4,1.00,1.00,0
query_10243,6.238,88,1.00,1.00,0
query_10246,0.3,0,1.00,1.00,0
query_10248,5.415,69,1.00,1.00,0
query_10251,0.235,0,1.00,1.00,0
query_10253,10.799,244,.99,.99,0
query_10254,6.091,85,1.00,1.00,0
query_10255,0.605,1,1.00,1.00,0
query_10256,1.329,10,1.00,1.00,0
query_10257,16.55,237,1.00,1.00,0
query_10258,0.528,0,1.00,1.00,0
query_10259,4.072,77,1.00,1.00,0
query_1025,0.894,1,1.00,1.00,0
query_10261,0.41,1,1.00,1.00,0
query_10263,11.041,244,.99,.99,0
query_10266,16.882,258,1.00,1.00,0
query_10268,28.054,465,0.00,1.00,0
query_1026,0.752,5,1.00,1.00,0
query_10271,28.394,508,1.00,1.00,0
query_10272,0.243,0,1.00,1.00,0
query_10273,5.145,69,1.00,1.00,0
query_10274,0.772,3,1.00,1.00,0
query_10277,28.971,478,0.00,0,0
query_10279,0.646,1,1.00,1.00,0
query_1027,3.434,46,1.00,1.00,0
query_10280,1.438,15,1.00,1.00,0
query_10281,0.663,1,1.00,1.00,0
query_10282,0.589,0,1.00,1.00,0
query_10283,0.604,1,1.00,1.00,0
query_10284,16.401,237,1.00,1.00,0
query_10285,5.25,90,1.00,1.00,0
query_10286,0.575,2,0.00,1.00,0
query_10287,5.284,107,1.00,1.00,0
query_10288,27.903,590,1.00,1.00,0
query_1028,0.526,1,1.00,1.00,0
query_10291,16.126,297,1.00,1.00,0
query_10292,12.762,305,1.00,1.00,0
query_10293,8.508,135,1.00,1.00,0
query_10295,1.208,13,1.00,1.00,0
query_10297,19.077,277,1.00,1.00,0
query_10298,7.777,106,1.00,1.00,0
query_10299,6.001,85,1.00,1.00,0
query_102,13.11,222,1.00,1.00,0
query_10300,0.25,0,1.00,1.00,0
query_10301,25.711,429,0.00,1.00,0
query_10302,11.743,193,1.00,1.00,0
query_10303,0.477,1,1.00,1.00,0
query_10304,22.777,428,1.00,1.00,0
query_10307,4.678,82,1.00,1.00,0
query_10308,12.846,251,0,1.00,0
query_10309,0.471,1,1.00,1.00,0
query_1030,3.805,46,1.00,1.00,0
query_10310,4.046,63,1.00,1.00,0
query_10311,0.646,1,1.00,1.00,0
query_10313,0.867,1,1.00,1.00,0
query_10314,1.95,28,1.00,1.00,0
query_10315,5.098,79,1.00,1.00,0
query_10316,4.578,57,1.00,0,0
query_10317,17.368,229,1.00,0,0
query_10318,17.107,347,1.00,1.00,0
query_10319,1.331,14,1.00,1.00,0
query_1031,7.318,129,1.00,1.00,0
query_10320,0.458,0,1.00,1.00,0
query_10322,4.795,82,1.00,1.00,0
query_10323,7.706,133,1.00,1.00,0
query_10324,27.549,457,0.00,1.00,0
query_10326,0.867,4,1.00,1.00,0
query_10327,11.899,232,1.00,1.00,0
query_1032,9.415,237,1.00,1.00,0
query_10330,8.926,151,1.00,1.00,0
query_10331,6.891,96,1.00,1.00,0
query_10332,5.91,125,1.00,1.00,0
query_10335,4.352,76,1.00,1.00,0
query_10337,0.498,0,1.00,1.00,0
query_10338,0.723,0,1.00,1.00,0
query_10339,0.884,8,1.00,1.00,0
query_1033,1.56,11,1.00,1.00,0
query_10340,5.837,112,1.00,1.00,0
query_10341,2.149,25,1.00,1.00,0
query_10343,5.438,83,1.00,1.00,0
query_10344,2.095,23,1.00,1.00,0
query_10345,16.296,431,1.00,1.00,0
query_10346,0.684,5,1.00,1.00,0
